Fiscal year,Diagnosis category,Sex,fiscal_year,value,ci_low,ci_high,sheet_type
2020–2021,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,,,,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,,,,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Tic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Tic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   Tic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   ADHD,Female,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   ADHD,Male,Agegroup:15–17years–95%CI,,,,ED
2020–2021,   ADHD,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Substance-related disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Substance-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Substance-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Mood disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Mood disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Mood disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Anxiety disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Anxiety disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Anxiety disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Personality disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Personality disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Personality disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Other disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Other disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,Other disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Tic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Tic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   Tic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   ADHD,Female,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   ADHD,Male,Agegroup:15–17years–95%CI,,,,ED
2021–2022,   ADHD,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Substance-related disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Substance-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Substance-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Mood disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Mood disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Mood disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Anxiety disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Anxiety disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Anxiety disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Personality disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Personality disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Personality disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Other disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Other disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,Other disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Tic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Tic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   Tic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   ADHD,Female,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   ADHD,Male,Agegroup:15–17years–95%CI,,,,ED
2022–2023,   ADHD,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Substance-related disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Substance-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Substance-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Mood disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Mood disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Mood disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Anxiety disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Anxiety disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Anxiety disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Personality disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Personality disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Personality disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Other disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Other disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,Other disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Tic disorders,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Tic disorders,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   Tic disorders,Total,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   ADHD,Female,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   ADHD,Male,Agegroup:15–17years–95%CI,,,,ED
2023–2024,   ADHD,Total,Agegroup:15–17years–95%CI,,,,ED
2018–2019,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,35.0,,,ED
2018–2019,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,23.0,,,ED
2018–2019,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,29.0,,,ED
2018–2019,Substance-related disorders,Female,Agegroup:18–24years–Rate,738.0,,,ED
2018–2019,Substance-related disorders,Male,Agegroup:18–24years–Rate,892.0,,,ED
2018–2019,Substance-related disorders,Total,Agegroup:18–24years–Rate,818.0,,,ED
2018–2019,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,117.0,,,ED
2018–2019,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,289.0,,,ED
2018–2019,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,207.0,,,ED
2018–2019,Mood disorders,Female,Agegroup:18–24years–Rate,764.0,,,ED
2018–2019,Mood disorders,Male,Agegroup:18–24years–Rate,503.0,,,ED
2018–2019,Mood disorders,Total,Agegroup:18–24years–Rate,628.0,,,ED
2018–2019,Anxiety disorders,Female,Agegroup:18–24years–Rate,807.0,,,ED
2018–2019,Anxiety disorders,Male,Agegroup:18–24years–Rate,528.0,,,ED
2018–2019,Anxiety disorders,Total,Agegroup:18–24years–Rate,662.0,,,ED
2018–2019,Personality disorders,Female,Agegroup:18–24years–Rate,161.0,,,ED
2018–2019,Personality disorders,Male,Agegroup:18–24years–Rate,49.0,,,ED
2018–2019,Personality disorders,Total,Agegroup:18–24years–Rate,102.0,,,ED
2018–2019,Other disorders,Female,Agegroup:18–24years–Rate,702.0,,,ED
2018–2019,Other disorders,Male,Agegroup:18–24years–Rate,488.0,,,ED
2018–2019,Other disorders,Total,Agegroup:18–24years–Rate,590.0,,,ED
2018–2019,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,607.0,,,ED
2018–2019,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,409.0,,,ED
2018–2019,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,504.0,,,ED
2018–2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,11.0,,,ED
2018–2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,14.0,,,ED
2018–2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,13.0,,,ED
2018–2019,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,19.0,,,ED
2018–2019,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,,ED
2018–2019,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,10.0,,,ED
2018–2019,   Tic disorders,Female,Agegroup:18–24years–Rate,1.0,,,ED
2018–2019,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,,ED
2018–2019,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,,ED
2018–2019,   ADHD,Female,Agegroup:18–24years–Rate,6.0,,,ED
2018–2019,   ADHD,Male,Agegroup:18–24years–Rate,11.0,,,ED
2018–2019,   ADHD,Total,Agegroup:18–24years–Rate,9.0,,,ED
2019–2020,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,29.0,,,ED
2019–2020,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,20.0,,,ED
2019–2020,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,24.0,,,ED
2019–2020,Substance-related disorders,Female,Agegroup:18–24years–Rate,699.0,,,ED
2019–2020,Substance-related disorders,Male,Agegroup:18–24years–Rate,810.0,,,ED
2019–2020,Substance-related disorders,Total,Agegroup:18–24years–Rate,757.0,,,ED
2019–2020,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,114.0,,,ED
2019–2020,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,272.0,,,ED
2019–2020,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,197.0,,,ED
2019–2020,Mood disorders,Female,Agegroup:18–24years–Rate,702.0,,,ED
2019–2020,Mood disorders,Male,Agegroup:18–24years–Rate,444.0,,,ED
2019–2020,Mood disorders,Total,Agegroup:18–24years–Rate,567.0,,,ED
2019–2020,Anxiety disorders,Female,Agegroup:18–24years–Rate,749.0,,,ED
2019–2020,Anxiety disorders,Male,Agegroup:18–24years–Rate,506.0,,,ED
2019–2020,Anxiety disorders,Total,Agegroup:18–24years–Rate,622.0,,,ED
2019–2020,Personality disorders,Female,Agegroup:18–24years–Rate,165.0,,,ED
2019–2020,Personality disorders,Male,Agegroup:18–24years–Rate,45.0,,,ED
2019–2020,Personality disorders,Total,Agegroup:18–24years–Rate,102.0,,,ED
2019–2020,Other disorders,Female,Agegroup:18–24years–Rate,686.0,,,ED
2019–2020,Other disorders,Male,Agegroup:18–24years–Rate,468.0,,,ED
2019–2020,Other disorders,Total,Agegroup:18–24years–Rate,572.0,,,ED
2019–2020,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,591.0,,,ED
2019–2020,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,395.0,,,ED
2019–2020,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,489.0,,,ED
2019–2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,8.0,,,ED
2019–2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,15.0,,,ED
2019–2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,11.0,,,ED
2019–2020,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,18.0,,,ED
2019–2020,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,,ED
2019–2020,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,9.0,,,ED
2019–2020,   Tic disorders,Female,Agegroup:18–24years–Rate,1.0,,,ED
2019–2020,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,,ED
2019–2020,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,,ED
2019–2020,   ADHD,Female,Agegroup:18–24years–Rate,6.0,,,ED
2019–2020,   ADHD,Male,Agegroup:18–24years–Rate,11.0,,,ED
2019–2020,   ADHD,Total,Agegroup:18–24years–Rate,9.0,,,ED
2020–2021,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,21.0,,,ED
2020–2021,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,15.0,,,ED
2020–2021,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,18.0,,,ED
2020–2021,Substance-related disorders,Female,Agegroup:18–24years–Rate,502.0,,,ED
2020–2021,Substance-related disorders,Male,Agegroup:18–24years–Rate,639.0,,,ED
2020–2021,Substance-related disorders,Total,Agegroup:18–24years–Rate,573.0,,,ED
2020–2021,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,133.0,,,ED
2020–2021,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,273.0,,,ED
2020–2021,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,206.0,,,ED
2020–2021,Mood disorders,Female,Agegroup:18–24years–Rate,546.0,,,ED
2020–2021,Mood disorders,Male,Agegroup:18–24years–Rate,340.0,,,ED
2020–2021,Mood disorders,Total,Agegroup:18–24years–Rate,439.0,,,ED
2020–2021,Anxiety disorders,Female,Agegroup:18–24years–Rate,656.0,,,ED
2020–2021,Anxiety disorders,Male,Agegroup:18–24years–Rate,442.0,,,ED
2020–2021,Anxiety disorders,Total,Agegroup:18–24years–Rate,544.0,,,ED
2020–2021,Personality disorders,Female,Agegroup:18–24years–Rate,143.0,,,ED
2020–2021,Personality disorders,Male,Agegroup:18–24years–Rate,40.0,,,ED
2020–2021,Personality disorders,Total,Agegroup:18–24years–Rate,90.0,,,ED
2020–2021,Other disorders,Female,Agegroup:18–24years–Rate,583.0,,,ED
2020–2021,Other disorders,Male,Agegroup:18–24years–Rate,405.0,,,ED
2020–2021,Other disorders,Total,Agegroup:18–24years–Rate,490.0,,,ED
2020–2021,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,497.0,,,ED
2020–2021,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,337.0,,,ED
2020–2021,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,414.0,,,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,8.0,,,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,13.0,,,ED
2020–2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,10.0,,,ED
2020–2021,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,21.0,,,ED
